"Attempt.ID","Location.ID","Latitude","Longitude","Subnational.Code","Substrate.Relationship","Substrate","Substrate.Other.Description","Height.m","Cavity.Entrance.Diameter.cm","Entrance.Orientation","Elevation.m","Habitat.1m","Habitat.100m","Location.Entry.Technique","Observer.ID","Species.Code","Species.Name","Year","Predator.Guard","Predator.Guard.Other","First.Lay.Date","First.Lay.Date.Estimated","Visited.During.Egg.Laying","Hatch.Date","Hatch.Date.Estimated","Fledge.Date","Fledge.Date.Estimated","Young.Fledged","Clutch.Size","Young.Total","Unhatched.Eggs","Outcome","Attempt.Entry.Technique"
"A1357972","L7610616",42.364286,-73.531401,"US-NY","in","busshr","",1.0668,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr940388","amerob","American Robin",2019,"","","2019-06-05",1,0,"2019-06-19",1,"2019-07-03",1,3,4,3,0,"s1","NestWatch Web 2.0.2"
"A1351384","L9367571",46.8979869,-100.7855102,"US-ND","in","ltrcav","",2.4384,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1380384","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.3.2"
"A1351518","L9369836",46.897524,-100.785347,"US-ND","in","ltrbra","",3.048,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1380384","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.3.2"
"A1372713","L7967220",39.545725,-104.926562,"US-CO","on","buildi","",2.4384,NA,"",1777,"ry","park","/GOOGLE_MAP/ZOOM:21","obsr185426","amerob","American Robin",2019,"","","2019-05-10",1,0,"2019-05-26",1,"2019-06-10",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1358735","L1666222",41.4253618,-74.5052256,"US-NY","in","busshr","",1.524,NA,"",235.9,"ry","ry","latlong","obsr198521","amerob","American Robin",2019,"","","2019-05-21",0,1,"",NA,"",NA,NA,4,0,NA,"f3","NestWatch Web 2.0.2"
"A1367990","L9844304",44.090105,-72.671852,"US-VT","in","busshr","",1.2192,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr962226","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1358783","L9643884",41.300841,-72.636562,"US-CT","in","busshr","",1.2192,NA,"",6.096,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr549087","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.2"
"A1353496","L7374867",42.6292419,-84.5457764,"US-MI","on","buildi","",9,NA,"",0,"","","NestWatch Mobile App v1.2.3","obsr619796","amerob","American Robin",2019,"","","",1,NA,"2019-06-06",1,"2019-06-13",1,4,4,4,0,"s1","NestWatch Mobile App v1.3.2"
"A1359554","L9230154",40.788756,-77.915474,"US-PA","on","buildi","",4.572,NA,"",396.24,"ry","ry","geocode","obsr651706","amerob","American Robin",2019,"","","2019-07-06",1,1,"",NA,"",NA,0,3,0,3,"f6","NestWatch Web 2.0.2"
"A1345646","L9152889",41.2963562,-80.1546707,"US-PA","on","ltrbra","",5,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr26929","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.2.5"
"A1367020","L9780588",43.415833,-75.967742,"US-NY","in","ltrbra","",4.572,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr164169","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f2","NestWatch Mobile App v1.3.2"
"A1346046","L9166133",41.5312157,-88.1360779,"US-IL","under","other","",NA,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1345707","amerob","American Robin",2019,"","","2019-04-30",1,NA,"2019-05-08",0,"2019-05-20",1,3,3,3,0,"f2","NestWatch Mobile App v1.2.5"
"A1352528","L9339308",42.852829,-71.527036,"US-NH","under","buildi","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr408741","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1366467","L9729526",40.044116,-75.540437,"US-PA","in","busshr","",1.8288,NA,"",135.9408,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr999106","amerob","American Robin",2019,"","","2019-06-26",1,NA,"",NA,"",NA,0,1,0,1,"f6","NestWatch Web 2.0.2"
"A1351700","L9370514",42.345731,-85.521497,"US-MI","in","busshr","",2.1336,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.2"
"A1352021","L9385277",41.515967,-87.486205,"US-IN","on","buildi","",4.572,NA,"",NA,"oth","for","/GOOGLE_MAP/ZOOM:18","obsr1382881","amerob","American Robin",2019,"","","2019-05-29",0,1,"",NA,"",NA,0,3,0,3,"f6","NestWatch Web 2.0.2"
"A1352358","L9401995",43.402436,-88.22622,"US-WI","on","ltrbra","",3.048,NA,"",NA,"ry","ry","geocode","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"2019-06-16",1,"",0,0,5,5,0,"f2","NestWatch Web 2.0.2"
"A1350957","L9354796",39.47324,-77.434599,"US-MD","in","busshr","",0.9144,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr43068","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,0,4,0,4,"f6","NestWatch Mobile App v1.3.2"
"A1352001","L9384488",40.732933,-77.887445,"US-PA","in","busshr","",3.81,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr2930","amerob","American Robin",2019,"","","2019-05-23",1,0,"2019-06-06",1,"2019-06-20",1,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1347659","L9241668",42.322387,-84.111578,"US-MI","in","busshr","",1.524,NA,"",15.24,"ry","oth","latlong","obsr984152","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.0"
"A1355875","L9510547",40.691416,-111.895777,"US-UT","on","poptow","",3.6576,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr748173","amerob","American Robin",2019,"","","2019-06-23",1,NA,"",1,"",1,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1352714","L7721241",44.023252,-116.946398,"US-OR","on","ltrbra","",2.4384,NA,"",NA,"com-ind","com-ind","/GOOGLE_MAP/ZOOM:18","obsr533569","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1356077","L9520900",43.186147,-73.006904,"US-VT","on","buildi","",3.048,NA,"",322.17,"ry","for","geocode","obsr1399583","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.2"
"A1348917","L9282104",43.037384,-82.193449,"CA-ON","in","nesbox","",1.6764,NA,"e",0,"","","NestWatch Mobile App v1.3.0","obsr1367175","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-05-25",1,4,4,4,0,"s1","NestWatch Mobile App v1.3.0"
"A1345235","L9138766",35.412294,-80.673034,"US-NC","on","buildi","",10,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1113193","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1349517","L9309671",42.600547,-76.56514,"US-NY","in","ltrbra","",0.9144,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr17738","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f3","NestWatch Mobile App v1.3.0"
"A1345802","L9158302",38.7782476,-93.7072576,"US-MO","in","other","",4.5,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr852872","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1356302","L5908155",43.643199,-72.40985,"US-VT","on","buildi","",1.8288,NA,"",176.784,"park","park","/GOOGLE_MAP/ZOOM:20","obsr279534","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.2"
"A1349030","L9285546",41.341051,-83.291481,"US-OH","in","ltrcav","",2.1336,NA,"w",212,"","","NestWatch Mobile App v1.3.0","obsr1068564","amerob","American Robin",2019,"","","",1,0,"2019-05-24",0,"",1,0,3,3,0,"u2","NestWatch Mobile App v1.3.0"
"A1352149","L9390735",42.345587,-85.520799,"US-MI","on","buildi","",2.7432,NA,"",NA,"ry","chap","/GOOGLE_MAP/ZOOM:17","obsr495658","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,3,NA,3,NA,"s1","NestWatch Web 2.0.2"
"A1354967","L9476953",42.344143,-85.52089,"US-MI","in","busshr","",2.1336,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1352852","L9414813",42.920629,-85.639814,"US-MI","in","other","A little wicker basket on our front door, designed for flowers",1.524,NA,"",NA,"ry","ry","geocode","obsr1386623","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1359147","L9662067",42.345707,-85.520753,"US-MI","on","ltrbra","",1.8288,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1356241","L1221889",48.7391831,-118.155263,"US-WA","in","buildi","",0.9144,NA,"",594.4,"human","human","geocode","obsr113012","amerob","American Robin",2019,"","","2019-05-11",0,1,"2019-05-27",1,"2019-06-10",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1344943","L9126291",45.438053,-122.73759,"US-OR","in","busshr","",1.2192,NA,"",190.1952,"ry","for","/GOOGLE_MAP/ZOOM:19","obsr1338493","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1351838","L9376981",41.849348,-70.714516,"US-MA","on","buildi","",3.048,NA,"",60.96,"grass","for","/GOOGLE_MAP/ZOOM:20","obsr413007","amerob","American Robin",2019,"","","2019-06-02",1,NA,"2019-06-15",1,"2019-06-30",1,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1354191","L8843016",41.212906,-81.765186,"US-OH","on","poptow","",2.4384,NA,"nw",314.8584,"ry","ry","geocode","obsr1283181","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.2"
"A1350808","L9350118",39.572864,-86.123811,"US-IN","on","ltrbra","",3.048,NA,"n",242.0112,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr506068","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.2"
"A1352582","L9408809",39.126976,-77.554333,"US-VA","on","ltrbra","",1.8288,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr24132","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.3.2"
"A1351181","L7437214",39.014382,-84.613281,"US-KY","on","ltrbra","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr439910","amerob","American Robin",2019,"","","",NA,NA,"2019-06-07",1,"2019-06-27",1,NA,NA,NA,NA,"s1","NestWatch Web 2.0.2"
"A1359459","L9675189",39.362727,-76.690846,"US-MD","on","ltrbra","",4.572,NA,"",NA,"ry","ry","geocode","obsr1417276","amerob","American Robin",2019,"","","2019-06-09",1,0,"2019-06-24",0,"2019-07-11",1,3,NA,3,NA,"s1","NestWatch Web 2.0.2"
"A1353173","L9411513",42.750368,-83.107475,"US-MI","in","buildi","",2.1336,NA,"",270.6624,"oth","ry","/GOOGLE_MAP/ZOOM:17","obsr547948","amerob","American Robin",2019,"","","2019-04-29",1,1,"2019-05-13",0,"2019-05-28",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1353234","L4655738",41.2629196,-77.2738966,"US-PA","in","nesbox","",1.9812,NA,"n",NA,"orch-vin","ry","/GOOGLE_MAP/ZOOM:unknown","obsr587266","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-07-03",1,4,4,4,0,"s1","NestWatch Mobile App v1.3.2"
"A1351906","L9274195",41.9316521,-89.0793762,"US-IL","on","buildi","",2.1336,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr1363212","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1350417","L9335155",39.734685,-84.124471,"US-OH","on","other","On top of the curve of the gutter.",3.048,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr582843","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.2"
"A1347258","L9225208",41.932524,-74.912831,"US-NY","in","busshr","",2.1336,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr1197929","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,0,0,0,0,"u3","NestWatch Mobile App v1.3.0"
"A1353375","L9431458",42.7251,-82.904983,"US-MI","on","ltrbra","",2.5908,NA,"",185.6232,"park","park","latlong","obsr331019","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.2"
"A1345165","L9107083",43.044914,-87.901638,"US-WI","on","buildi","",15.24,NA,"",182.88,"ry","ry","latlong","obsr164793","amerob","American Robin",2019,"","","2019-04-28",0,NA,"",1,"",1,NA,NA,NA,NA,"","NestWatch Mobile App v1.2.5"
"A1351849","L9378072",41.743913,-74.086094,"US-NY","in","ltrbra","",2.1336,NA,"",60,"for","for","/GOOGLE_MAP/ZOOM:17","obsr262481","amerob","American Robin",2019,"","","2019-06-02",1,1,"2019-06-16",1,"2019-06-30",0,3,NA,3,NA,"s1","NestWatch Web 2.0.2"
"A1387997","L11146180",42.867877,-85.474161,"US-MI","in","poptow","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:21","obsr1640438","amerob","American Robin",2019,"","","2019-04-10",1,NA,"",1,"",1,NA,NA,4,NA,"u1","NestWatch Mobile App v1.4.0"
"A1356122","L9523175",48.287978,-122.279676,"US-WA","in","ltrbra","",2.1336,NA,"",152.4,"ry","for","/GOOGLE_MAP/ZOOM:17","obsr711270","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.2"
"A1401519","L11636869",40.7774658,-74.4952164,"US-NJ","on","ltrbra","",3,NA,"",0,"","","NestWatch Mobile App v1.4.1","obsr1753225","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-06-10",1,2,NA,2,NA,"s1","NestWatch Mobile App v1.4.1"
"A1340740","L8975260",39.8917046,-82.8996506,"US-OH","on","ltrbra","",8.5,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr795917","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1340161","L8952111",33.199557,-95.645081,"US-TX","in","busshr","",1.2192,NA,"",153.0096,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr542008","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1340645","L8971568",37.553767,-84.24073,"US-KY","on","buildi","",3.6576,NA,"",NA,"park","park","/GOOGLE_MAP/ZOOM:19","obsr741202","amerob","American Robin",2019,"","","",1,NA,"",NA,"2019-05-07",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1349887","L9321296",44.449721,-89.549765,"US-WI","on","buildi","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr1373237","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1340556","L8937497",32.882146,-95.64324,"US-TX","on","ltrbra","",20,NA,"",124.6632,"","","NestWatch Mobile App v1.2.5","obsr343316","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u3","NestWatch Web 2.0.1"
"A1343640","L9090127",39.940444,-82.776592,"US-OH","on","ltrbra","",1.8288,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:18","obsr1331730","amerob","American Robin",2019,"","","2019-04-17",1,NA,"",1,"",1,0,1,0,1,"f6","NestWatch Web 2.0.1"
"A1348153","L9261216",41.749377,-86.177165,"US-IN","in","buildi","",2.4384,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1217680","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1342959","L9061904",32.830468,-96.611364,"US-TX","on","poptow","",1.8288,NA,"",NA,"campus","campus","/GOOGLE_MAP/ZOOM:20","obsr1039853","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1344756","L9121895",42.392505,-71.048013,"US-MA","on","ltrbra","",6.096,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1146430","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1342671","L9053215",42.761183,-83.426322,"US-MI","on","buildi","",1.8288,NA,"",335.28,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr373763","amerob","American Robin",2019,"","","2019-04-15",0,1,"2019-05-02",0,"2019-05-15",0,1,5,2,1,"s1","NestWatch Web 2.0.1"
"A1342577","L5657724",34.7415427,-86.7580276,"US-AL","on","buildi","",1.9812,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr503474","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1346878","L9215356",41.682554,-74.151622,"US-NY","on","ltrbra","",3.048,NA,"",93.8784,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1346602","amerob","American Robin",2019,"","","2019-05-13",1,NA,"2019-05-26",0,"2019-06-09",1,4,NA,4,NA,"s1","NestWatch Web 2.0.1"
"A1342160","L9027445",39.73529,-85.929446,"US-IN","on","ltrbra","",0.9144,NA,"",207.264,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr156228","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346926","L9217536",41.789888,-88.047388,"US-IL","on","buildi","",1.524,NA,"",214.884,"campus","com-ind","geocode","obsr1190238","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,1,3,3,0,"f3","NestWatch Web 2.0.1"
"A1342210","L9029919",39.169483,-76.790378,"US-MD","in","busshr","",1.8288,NA,"",67.056,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr787107","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1345360","L9144363",39.99918,-76.685201,"US-PA","in","busshr","",1.0668,NA,"",262.128,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr464805","amerob","American Robin",2019,"","","2019-04-24",1,1,"2019-05-10",1,"2019-05-23",1,3,4,3,1,"s1","NestWatch Web 2.0.1"
"A1348138","L9260621",42.816468,-71.633228,"US-NH","on","busshr","",1.2192,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr923964","amerob","American Robin",2019,"","","2019-05-07",1,1,"2019-05-19",1,"2019-06-06",1,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1343086","L9065676",42.739935,-73.814976,"US-NY","in","ltrbra","",3.6576,NA,"",NA,"oth","oth","/GOOGLE_MAP/ZOOM:18","obsr219157","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1349483","L9202990",45.041097,-93.878321,"US-MN","on","ltrbra","",6.7056,NA,"",281.0256,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1306967","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,NA,NA,1,NA,"u2","NestWatch Web 2.0.1"
"A1349210","L9296483",42.584594,-71.119031,"US-MA","on","other","In our open roof on farmer porch, on top of 3 pieces of wood",2.4384,NA,"",30.48,"ag","ag","geocode","obsr1369471","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1343709","L9093660",38.806611,-77.282835,"US-VA","on","poptow","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr686872","amerob","American Robin",2019,"no","","2019-04-28",1,0,"2019-05-09",1,"",NA,0,4,0,0,"f3","NestWatch Web 2.0.1"
"A1349384","L9306035",42.874199,-84.947613,"US-MI","in","ltrbra","",1.2192,NA,"",1.2192,"ry","ry","/GOOGLE_MAP/ZOOM:5","obsr1371053","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347443","L9229940",42.638358,-71.110237,"US-MA","on","buildi","",1.8288,NA,"",NA,"ry","park","geocode","obsr241152","amerob","American Robin",2019,"","","2019-04-27",1,NA,"2019-05-10",1,"",NA,0,3,3,0,"u1","NestWatch Web 2.0.1"
"A1347463","L9230242",40.795072,-73.952445,"US-NY","on","ltrbra","",NA,NA,"",NA,"park","com-ind","/GOOGLE_MAP/ZOOM:19","obsr694437","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1342712","L9054819",37.074634,-76.45428,"US-VA","under","buildi","",NA,NA,"",NA,"ry","ry","latlong","obsr1324574","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1349990","L9324016",40.981679,-85.377357,"US-IN","in","busshr","",0.6096,NA,"",243.84,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr112060","amerob","American Robin",2019,"","","",NA,NA,"",NA,"2019-06-02",1,1,4,1,1,"s1","NestWatch Web 2.0.1"
"A1346375","L9190644",43.401431,-88.221218,"US-WI","on","buildi","",1.524,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:14","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-05-17",1,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1345577","L9149910",38.766666,-90.553393,"US-MO","in","other","Hanging Flower Pot on porch",189.8904,NA,"",189.8904,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1285896","amerob","American Robin",2019,"","","2019-04-16",1,0,"2019-04-28",1,"2019-05-08",0,1,4,4,0,"s1","NestWatch Web 2.0.1"
"A1343507","L7683127",43.367683,-70.49821,"US-ME","on","buildi","",2.1336,NA,"",7.62,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1131507","amerob","American Robin",2019,"","","2019-04-24",1,1,"2019-05-12",1,"2019-05-23",0,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1349914","L9053215",42.761183,-83.426322,"US-MI","on","buildi","",1.8288,NA,"",335.28,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr373763","amerob","American Robin",2019,"","","2019-05-21",0,1,"",NA,"",NA,0,3,0,3,"f3","NestWatch Web 2.0.1"
"A1348038","L9256011",37.668748,-85.835344,"US-KY","on","other","Nest has been built on the coiled up cables of a portable welding rig",1.2192,NA,"",NA,"com-ind","com-ind","/GOOGLE_MAP/ZOOM:20","obsr621702","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-05-12",0,1,3,3,0,"s1","NestWatch Web 2.0.1"
"A1344574","L9116361",43.255577,-79.923664,"CA-ON","in","busshr","",1.2192,NA,"",99,"ry","ry","geocode","obsr1336748","amerob","American Robin",2019,"","","2019-04-23",0,1,"2019-05-07",0,"2019-05-22",0,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1343906","L9099249",39.722859,-85.925338,"US-IN","in","ltrbra","",1.2192,NA,"",207.264,"park","ag","/GOOGLE_MAP/ZOOM:18","obsr156228","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346276","L5908155",43.643199,-72.40985,"US-VT","on","buildi","",1.8288,NA,"",176.784,"park","park","/GOOGLE_MAP/ZOOM:20","obsr279534","amerob","American Robin",2019,"","","2019-04-28",1,0,"2019-05-10",1,"2019-05-23",0,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1345970","L9163987",41.681927,-74.151531,"US-NY","on","ltrbra","",2.4384,NA,"",93.8784,"for","ry","/GOOGLE_MAP/ZOOM:19","obsr1346602","amerob","American Robin",2019,"","","",NA,NA,"2019-05-07",1,"2019-05-23",1,2,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1342599","L7573710",35.934445,-83.679324,"US-TN","on","ltrbra","",4.2672,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr944722","amerob","American Robin",2019,"","","",NA,1,"",NA,"2019-05-15",1,NA,NA,3,NA,"u1","NestWatch Web 2.0.1"
"A1342291","L9036119",39.984324,-76.179807,"US-PA","in","busshr","",0.9144,NA,"",NA,"ry","ry","latlong","obsr871274","amerob","American Robin",2019,"","","2019-04-16",0,1,"2019-05-02",1,"2019-05-16",0,1,4,4,0,"s1","NestWatch Web 2.0.1"
"A1347123","L9219830",42.961263,-88.286663,"US-WI","in","busshr","",0.6096,NA,"",252.3744,"ry","ry","latlong","obsr1356940","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1346923","L9217553",41.678037,-74.15535,"US-NY","on","ltrbra","",1.8288,NA,"",93.8784,"for","for","/GOOGLE_MAP/ZOOM:18","obsr1346602","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.1"
"A1346511","L9198885",47.238554,-122.786333,"US-WA","on","buildi","",2.5,NA,"",NA,"ry","for","latlong","obsr1353794","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-05-10",0,3,3,3,NA,"s1","NestWatch Web 2.0.1"
"A1348039","L9256055",37.76282,-85.876939,"US-KY","in","buildi","",6.096,NA,"",NA,"ry","golf","/GOOGLE_MAP/ZOOM:20","obsr621702","amerob","American Robin",2019,"","","2019-05-08",1,0,"2019-05-22",1,"2019-06-04",0,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1346389","L9193367",38.700262,-93.253595,"US-MO","on","ltrbra","",6.096,NA,"",277.0632,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr652349","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f3","NestWatch Web 2.0.1"
"A1342518","L9049507",48.287949,-122.27944,"US-WA","in","ltrbra","",6.096,NA,"",152.4,"for","for","geocode","obsr711270","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
